,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
2592,Shopping & mode,Zalando Prive,"2,0",341,18,8,3,7,64
2593,Shopping & mode,I-RUN,"2,0",244,24,7,4,7,58
2594,Magasin de puériculture,Twidou,"2,0",137,58,4,2,<1,35
2595,Marché en ligne,Weroom,"2,0",109,52,29,11,4,4
2596,Magasin de déguisements,Esprit,"2,0",83,21,11,2,11,55
2597,Shopping & mode,DEVRED 1902,"2,0",56,12,2,11,7,68
2598,Shopping & mode,Eu Levi,"2,0",55,11,11,2,7,69
2599,Shopping & mode,Cestmoiquilaporte,"2,0",39,8,10,5,13,64
2600,Boutique de lingerie,46etplus,"2,0",29,24,31,7,10,28
2601,Magasin de tricot,MonPetitPoulpe,"2,0",27,0,15,4,4,77
2602,Boutique de lingerie,Le Bon Marché Rive Gauche,"2,0",18,17,5,6,28,44
2603,Magasin de vêtements pour femmes,JUS D'ORANGE,"2,0",17,59,0,0,6,35
2604,Magasin de vêtements pour femmes,Bestyle29,"2,0",14,7,7,7,7,72
2605,Shopping & mode,Bijoux Bohemes,"2,0",13,31,0,0,0,69
2606,Service de coupons d'achat,Kgbdeals,"2,0",12,0,0,0,17,83
2607,Magasin de chapeaux et couvre-chefs,Otaku no Shoppu | La Boutique de l'Otaku,"2,0",12,0,0,8,0,92
2608,Shopping & mode,Silingerie,"2,0",11,18,18,0,0,64
2609,Shopping & mode,Monptitprix,"2,0",11,0,0,0,9,91
2610,Centre de bien-être,Dior.com,"1,9",10507,77,8,4,2,9
2611,Magasin de téléphonie mobile,Apple,"1,9",913,21,5,3,5,66
2612,Magasin de chaussures,Saint Laurent,"1,9",329,15,3,1,4,77
2613,Magasin de vêtements pour femmes,Camaïeu,NA,NA,11,5,1,7,76
2614,Bijouterie,Le Manège à Bijoux E.Leclerc,"1,9",169,13,<1,1,3,82
2615,Shopping & mode,Galerie Chic,"1,9",54,33,2,7,13,45
2616,Shopping & mode,Byselena,"1,9",50,8,6,4,6,76
2617,Bijouterie fantaisie,Maison Dorée,"1,9",44,9,5,2,11,73
2618,Shopping & mode,Quiksilver,"1,9",43,5,2,5,9,79
2619,Marché en ligne,Yoopies UK,"1,9",24,21,21,8,0,50
2620,Magasin de puériculture,LRS,"1,9",21,24,14,10,0,52
2621,Magasin de chaussures,Finsbury,"1,9",19,5,16,10,11,58
2622,Shopping & mode,MOA Paris,"1,9",18,0,6,0,11,83
2623,Boutique d'accessoires de mode,Beshoes,"1,9",17,70,12,0,0,18
2624,Magasin de kimonos,Kotonaru,"1,9",16,6,0,0,0,94
2625,Site de comparaison de prix,Leguide,"1,9",15,0,13,13,7,67
2626,Shopping & mode,Dobell,"1,9",14,14,0,0,7,79
2627,Bijouterie,Acheter un Bola,"1,9",13,77,8,0,0,15
2628,Shopping & mode,Def Shop France,"1,8",299,29,8,5,5,53
2629,Shopping & mode,bébé 9,"1,8",170,16,1,2,4,77
2630,Magasin de vêtements,Foot Champion,"1,8",145,14,6,6,3,71
2631,Shopping & mode,Daxon,"1,8",124,4,5,3,8,80
2632,Magasin de lunettes de soleil,Oeil Bleu®,"1,8",106,36,5,<1,0,58
2633,Shopping & mode,Belloyer,"1,8",100,25,4,1,1,69
2634,Shopping & mode,Armand Thiery SAS,"1,8",91,8,6,7,20,59
2635,Boutique d'accessoires de mode,Vanessa Bruno,"1,8",89,9,2,3,2,84
2636,Bijouterie,Belle en Bijoux,"1,8",82,74,17,5,0,4
2637,Shopping & mode,Loy market,"1,8",60,17,0,0,2,81
2638,Shopping & mode,Peterhahn,"1,8",54,7,7,6,7,73
2639,Bijouterie,Bague-fiancailles.com,"1,8",51,76,10,0,2,12
2640,Shopping & mode,PrestaShop,"1,8",33,24,6,0,9,61
2641,Grand magasin,Master Anime,"1,8",27,0,4,4,7,85
2642,Shopping & mode,Bocage,"1,8",26,11,0,0,12,77
2643,Boutique d'accessoires de mode,GIORDANO ORIGINAL,"1,8",26,8,0,0,11,81
2644,Magasin de vêtements de sport (activewear),Freeride Attitude,"1,8",23,57,30,0,4,9
2645,Magasin de déguisements,deguisement-en-ligne,"1,8",15,66,7,0,7,20
2646,Marché en ligne,Marché Du Coin,"1,8",14,7,0,0,0,93
2647,Shopping & mode,Mapetite licorne,"1,8",14,0,0,0,0,100
2648,Shopping & mode,Gymeltics,"1,7",941,9,7,4,6,74
2649,Bijouterie,edenn.com,"1,7",828,66,6,2,2,24
2650,Shopping & mode,Galeries Lafayette,"1,7",582,13,4,3,4,76
2651,Magasin de vêtements pour hommes,Brandtex,"1,7",265,83,12,2,1,2
2652,Shopping & mode,Les Georgettes,"1,7",236,11,4,5,13,67
2653,Magasin de vêtements pour hommes,celio,"1,7",216,14,3,3,9,71
2654,Shopping & mode,La Marque U,"1,7",158,6,5,6,13,70
2655,Magasin de chaussures,URBAN BOUTIK,"1,7",156,77,14,3,1,5
2656,Shopping & mode,Rougegorge,"1,7",107,13,3,4,9,71
2657,Shopping & mode,LE BHV MARAIS,"1,7",84,17,0,1,0,82
2658,Magasin d'accessoires de vélo,Schuss Bike,"1,7",52,8,2,6,0,84
2659,Boutique de lingerie,Dessous Chéri,"1,7",47,6,2,2,4,86
2660,Magasin de jouets,Cadeaux Français,"1,7",39,10,5,3,5,77
2661,Magasin de vêtements imprimés,The Skulls,"1,7",35,14,3,3,0,80
2662,Shopping & mode,Eden Park,"1,7",28,7,7,7,11,68
2663,Shopping & mode,Top Geek,"1,7",27,19,0,0,0,81
2664,Shopping & mode,Autoccaz,"1,7",23,22,0,0,0,78
2665,Shopping & mode,Quelle,"1,7",19,26,21,0,16,37
2666,Magasin de chaussures,Zalando,"1,6",4441,31,4,4,6,55
2667,Magasin de chaussures,Foot Locker,"1,6",2865,11,2,2,2,83
2668,Magasin de chaussures,Sarenza,"1,6",855,14,4,4,8,70
2669,Boutique de lingerie,Etam,"1,6",659,29,8,2,6,55
2670,Service de débloquage et de recyclage de téléphones,bak2cash,"1,6",415,71,16,4,1,8
2671,Bijouterie,MATY,"1,6",189,10,3,3,8,76
2672,Fabricant de maroquinerie,Longchamp,"1,6",111,8,3,8,5,76
2673,Magasin de vêtements pour femmes,Carla Bikini,"1,6",102,33,<1,0,2,64
2674,Shopping & mode,NAF NAF,"1,6",89,3,3,3,6,85
2675,Magasin de produits capillaires,Hair Professionnel,"1,6",81,23,6,5,0,66
2676,Shopping & mode,Mesgoodies,"1,6",79,4,3,4,11,78
2677,Magasin de vêtements,Petite Mendigote,"1,6",67,10,4,2,5,79
2678,Shopping & mode,CELINE,"1,6",54,9,2,0,4,85
2679,Shopping & mode,ST Dupont,"1,6",50,6,2,2,4,86
2680,Boutique de lingerie,Pusheo,"1,6",32,3,0,0,0,97
2681,Horlogerie,Montres-Monaco.Com,"1,6",32,16,3,0,3,78
2682,Boutique de t-shirts personnalisés,Ketshooop,"1,6",29,14,0,0,0,86
2683,Décorateur d'intérieur,lacompagniefrancaise,"1,5",688,70,19,5,2,4
2684,Magasin de vêtements,Zadig & Voltaire,"1,5",542,9,3,<1,2,85
2685,Shopping & mode,Sergent Major,"1,5",292,6,1,2,3,88
2686,Shopping & mode,Edeal,"1,5",267,2,3,2,1,92
2687,Shopping & mode,Pimkie,"1,5",262,10,7,3,6,74
2688,Shopping & mode,Eastpak,"1,5",197,13,6,2,5,74
2689,Enchères en ligne,Interencheres,"1,5",196,6,1,3,4,86
2690,Shopping & mode,Fnac Portugal,"1,5",182,10,3,2,5,80
2691,Magasin de puériculture,Reborn Secrist France,"1,5",157,22,3,0,<1,74
2692,Shopping & mode,Laurakent,"1,5",107,6,3,4,16,71
2693,Magasin de vêtements,GERARD DAREL,"1,5",80,5,1,0,8,86
2694,Shopping & mode,Des Petits Hauts,"1,5",72,6,4,0,7,83
2695,Magasin de vêtements pour femmes,Pyjamalicorne,"1,5",62,24,5,3,2,66
2696,Horlogerie,TVDistrinet,"1,5",36,14,5,0,6,75
2697,Shopping & mode,Modekinko,"1,5",33,24,0,0,0,76
2698,Magasin de chaussures,Mephisto Shop,"1,5",29,3,0,0,7,90
2699,Bijouterie,Hermès International (French luxury manufacturer),"1,4",791,7,<1,<1,2,89
2700,Magasin de vêtements de sport (activewear),adidas France,"1,4",348,12,6,2,4,76
2701,Shopping & mode,WoolOvers Ltd.,"1,4",324,57,18,9,8,8
2702,Shopping & mode,Christian Louboutin,"1,4",224,8,1,2,3,86
2703,Shopping & mode,Reductoo,"1,4",199,26,18,3,2,51
2704,Horlogerie,MONTRES DIFFUSION,"1,4",149,72,14,3,2,9
2705,Shopping & mode,Yoda Store,"1,4",94,2,1,3,0,94
2706,Shopping & mode,Cyrillus,"1,4",94,3,1,0,5,91
2707,Shopping & mode,Hexagone Avenue,"1,4",92,5,0,1,6,88
2708,Shopping & mode,Mercicharlie,"1,4",91,2,1,3,1,93
2709,Magasin de vêtements pour femmes,Believe E,"1,4",55,33,11,2,11,43
2710,Marché en ligne,Vinted,"1,3",9635,6,2,3,4,85
2711,Magasin de puériculture,Auchan,"1,3",2387,4,2,2,4,88
2712,Shopping & mode,Videdressing,"1,3",780,6,2,3,5,84
2713,Shopping & mode,The Kooples,"1,3",515,13,2,4,5,76
2714,Magasin de sous-vêtements,La Charmeuse,"1,3",185,65,18,4,5,8
2715,Shopping & mode,Cdisount,"1,3",174,6,2,2,8,82
2716,Magasin de vêtements pour hommes,Generation-jeans,"1,3",150,77,4,4,0,15
2717,Shopping & mode,Emilie Montessori,"1,3",136,2,<1,2,7,88
2718,Shopping & mode,STREETWEAR,"1,3",131,<1,1,2,3,93
2719,Shopping & mode,Louise Basile,"1,3",125,6,<1,2,2,89
2720,Fabricant de lingerie,youurs.net,"1,3",83,1,1,0,0,98
2721,Bijouterie,RuedelaPaix.com,"1,3",74,47,11,1,3,38
2722,Grand magasin,Tasse-Toi,"1,3",69,16,7,0,1,76
2723,Magasin de streetwear,Serishirts,"1,2",560,23,8,5,7,57
2724,Shopping & mode,Cyrillus,"1,2",435,4,3,2,4,87
2725,Shopping & mode,Dim,"1,2",363,2,<1,<1,1,96
2726,Shopping & mode,MONSHOWROOM,"1,2",295,9,5,2,5,79
2727,Horlogerie,Horloge Factory,"1,2",272,7,1,<1,2,90
2728,Boutique de lingerie,Lemoncurve,"1,2",166,33,16,5,5,41
2729,Shopping & mode,Louis Pion,"1,2",155,2,<1,0,<1,96
2730,Service de coupons d'achat,Qoqa France,"1,2",144,67,21,6,3,3
2731,Shopping & mode,Tshirtbuster,"1,2",124,5,2,2,6,85
2732,Shopping & mode,Topsportif,"1,2",97,73,19,5,1,2
2733,Magasin de streetwear,Pik and Clik,"1,1",513,72,18,4,3,3
2734,Shopping & mode,Dbz Store,"1,1",492,2,<1,<1,2,94
2735,Shopping & mode,The Kooples,"1,1",396,3,1,2,6,88
2736,Bijouterie,JOALY.fr,"1,1",147,92,7,0,0,<1
2737,Magasin de vêtements pour enfants,PRIVATE OUTLET,"1,1",111,<1,2,2,7,88
2738,Marché en ligne,Gamecheap.fr,NA,0,0,0,0,0,0
2739,Magasin de vêtements de sport,LUX3FOX,NA,0,0,0,0,0,0
2740,Bijouterie fantaisie,Ahoma,NA,0,0,0,0,0,0
2741,Boutique d'articles de mode,Bmgsince2010paris®,NA,0,0,0,0,0,0
2742,Magasin,It's Handy Shop,NA,0,0,0,0,0,0
2743,Bijouterie fantaisie,Kerdynelle,NA,0,0,0,0,0,0
2744,Shopping & mode,Julie & Co Créations,NA,0,0,0,0,0,0
2745,Shopping & mode,Lovely Choses,NA,0,0,0,0,0,0
2746,Horlogerie,Wear watch store,NA,0,0,0,0,0,0
2747,Magasin de vêtements,Kaktus Clothing,NA,0,0,0,0,0,0
2748,Boutique d'accessoires de mode,VPAN EMPIRE HOBBIES,NA,0,0,0,0,0,0
2749,Magasin de vêtements,Kiuso® 木鷽,NA,0,0,0,0,0,0
2750,Magasin de perruques,Bling Wig,NA,0,0,0,0,0,0
2751,Boutique d'accessoires de mode,Queues De Sirene,NA,0,0,0,0,0,0
2752,Shopping & mode,Artiglobe,NA,0,0,0,0,0,0
2753,Magasin de vêtements,Kolibrisocks,NA,0,0,0,0,0,0
2754,Bijouterie,Inamaya,NA,0,0,0,0,0,0
2755,Shopping & mode,Sagefemme Bourges,NA,0,0,0,0,0,0
2756,Magasin de chaussures,Fluencyparis,NA,0,0,0,0,0,0
2757,Magasin de vêtements,Nora Shi,NA,0,0,0,0,0,0
2758,Magasin de vêtements vintage,Second Life Friperie,NA,0,0,0,0,0,0
2759,Magasin de vêtements imprimés,Synteesizer,NA,0,0,0,0,0,0
2760,Boutique d'accessoires de mode,Toshi Lab,NA,0,0,0,0,0,0
2761,Magasin de puériculture,Pitigaïa,NA,0,0,0,0,0,0
2762,Bijouterie fantaisie,Libellosia,NA,0,0,0,0,0,0
2763,Boutique de lingerie,Charlotte Brown,NA,0,0,0,0,0,0
2764,Shopping & mode,Carte Libre,NA,0,0,0,0,0,0
2765,Magasin de vêtements pour bébés,Pirouette & Salopette,NA,0,0,0,0,0,0
2766,Magasin de vêtements,Stwr,NA,0,0,0,0,0,0
2767,Bijouterie,Kléophée Bijoux,NA,0,0,0,0,0,0
2768,Bijouterie fantaisie,Chouette Merveille,NA,0,0,0,0,0,0
2769,Shopping & mode,Jywa.fr,NA,0,0,0,0,0,0
2770,Magasin de vêtements,Retrocaramel,NA,0,0,0,0,0,0
2771,Magasin d'articles spirituels,Le Cottage SARL,NA,0,0,0,0,0,0
2772,Shopping & mode,espritcuir,NA,0,0,0,0,0,0
2773,Boutique d'accessoires de mode,boutique-du-tigre.fr,NA,0,0,0,0,0,0
2774,Bijouterie fantaisie,TAKE CARE,NA,0,0,0,0,0,0
2775,Boutique de t-shirts personnalisés,Originalperso,NA,0,0,0,0,0,0
2776,Shopping & mode,Boutiqueattrapereves,NA,0,0,0,0,0,0
2777,Magasin de pierres naturelles,Enae Mineraux,NA,0,0,0,0,0,0
2778,Boutique de cadeaux,La Graphe,NA,0,0,0,0,0,0
2779,Shopping & mode,Speed Ecom,NA,0,0,0,0,0,0
2780,Boutique d'accessoires de mode,Maat Jewel,NA,0,0,0,0,0,0
2781,Marché de textile,Papam0nkey,NA,0,0,0,0,0,0
2782,Magasin d'articles pour animaux,royaumedumatou.com,NA,0,0,0,0,0,0
2783,Shopping & mode,Tshirtdefou,NA,0,0,0,0,0,0
2784,Magasin de chaussures,Sneacked,NA,0,0,0,0,0,0
2785,Magasin de chaussures,Frenchkix,NA,0,0,0,0,0,0
2786,Magasin de vêtements imprimés,Shop Trotter,NA,0,0,0,0,0,0
2787,Boutique de sacs à main,ByKalista,NA,0,0,0,0,0,0
2788,Boutique d'articles de mode,STOPTHEGALA,NA,0,0,0,0,0,0
2789,Fabricant de bijoux,OKLY bijoux,NA,0,0,0,0,0,0
2790,Magasin de vêtements,NASAKA,NA,0,0,0,0,0,0
2791,Bijouterie fantaisie,Nazcaspiritbijoux,NA,0,0,0,0,0,0
2792,Magasin de sacs,Graams,NA,0,0,0,0,0,0
2793,Boutique de sacs à main,Savages Shop,NA,0,0,0,0,0,0
2794,Joaillier,World Of Hearts,NA,0,0,0,0,0,0
2795,Fabricant de montres,Viewo,NA,0,0,0,0,0,0
2796,Magasin de vêtements pour enfants,Bibitchok,NA,0,0,0,0,0,0
2797,Magasin de couture,Mariloustudio,NA,0,0,0,0,0,0
2798,Magasin de chaussures,Guava Sneakers,NA,0,0,0,0,0,0
2799,Magasin de vêtements,M&D PARIS,NA,0,0,0,0,0,0
2800,Boutique de sacs à main,SAHELINE,NA,0,0,0,0,0,0
2801,Shopping & mode,Insilk,NA,0,0,0,0,0,0
2802,Magasin de vêtements,MAJESTION France,NA,0,0,0,0,0,0
2803,Magasin de sacs et de valises,Moonboutiks,NA,0,0,0,0,0,0
2804,Magasin de chaussures,Armenak,NA,0,0,0,0,0,0
2805,Shopping & mode,Heyraud,NA,0,0,0,0,0,0
2806,Boutique d'accessoires de mode,Myloulou,NA,0,0,0,0,0,0
2807,Shopping & mode,Suki editions,NA,0,0,0,0,0,0
2808,Shopping & mode,Frenchth,NA,0,0,0,0,0,0
2809,Bijouterie fantaisie,Montre Fantaisie,NA,0,0,0,0,0,0
2810,Magasin de vêtements,Au Fil du Temps,NA,0,0,0,0,0,0
2811,Shopping & mode,Poisson Plume,NA,0,0,0,0,0,0
2812,Magasin de vêtements pour enfants,Les Minis Poussent,NA,0,0,0,0,0,0
2813,Bijouterie,Jadeva,NA,0,0,0,0,0,0
2814,Shopping & mode,Kreativ Logo,NA,0,0,0,0,0,0
2815,Magasin de vêtements pour femmes,Maison Casablanca,NA,0,0,0,0,0,0
2816,Shopping & mode,Ripauste,NA,0,0,0,0,0,0
2817,Bijouterie,Bodiam,NA,0,0,0,0,0,0
2818,Magasin de vêtements pour femmes,ARVANITY PARIS,NA,0,0,0,0,0,0
2819,Shopping & mode,Dkl Service,NA,0,0,0,0,0,0
2820,Shopping & mode,Originalstring,NA,0,0,0,0,0,0
2821,Marché en ligne,Modalova.com,NA,0,0,0,0,0,0
2822,Shopping & mode,BOUTIQUE SAUVAGE CAP D'AGDE,NA,0,0,0,0,0,0
2823,Shopping & mode,Natasha Bijoux,NA,0,0,0,0,0,0
2824,Boutique d'accessoires de mode,Batelier,NA,0,0,0,0,0,0
2825,Shopping & mode,Solusquare,NA,0,0,0,0,0,0
2826,Marché de textile,Boutique HumourduPortugal,NA,0,0,0,0,0,0
2827,Magasin de streetwear,Inknow,NA,0,0,0,0,0,0
2828,Magasin de vêtements pour bébés,Red Castle France,NA,0,0,0,0,0,0
2829,Bijouterie,Cadik Paris,NA,0,0,0,0,0,0
2830,Shopping & mode,Le Hashtag,NA,0,0,0,0,0,0
2831,Conseil en investissement,Graine d'investisseur,NA,0,0,0,0,0,0
2832,Magasin de sacs et bagages,Ratio Bags,NA,0,0,0,0,0,0
2833,Magasin de vêtements pour femmes,Erens Vetement,NA,0,0,0,0,0,0
2834,Shopping & mode,Beaute Decidela,NA,0,0,0,0,0,0
2835,Shopping & mode,chaussettesolympia.fr,NA,0,0,0,0,0,0
2836,Boutique de lingerie,Sauvagelingerie,NA,0,0,0,0,0,0
2837,Shopping & mode,Ditwee,NA,0,0,0,0,0,0
2838,Magasin pour enfants,Jardindenanny,NA,0,0,0,0,0,0
2839,Magasin de vêtements pour enfants,Merinobebe,NA,0,0,0,0,0,0
2840,Shopping & mode,Trendy Store,NA,0,0,0,0,0,0
2841,Magasin de vêtements pour femmes,Mouna Sew,NA,0,0,0,0,0,0
2842,Shopping & mode,Sublimeprintonline,NA,0,0,0,0,0,0
2843,Shopping & mode,Well,NA,0,0,0,0,0,0
2844,Magasin de streetwear,Kagenostyle,NA,0,0,0,0,0,0
2845,Salon d'artisanat,Energinie,NA,0,0,0,0,0,0
2846,Bijouterie,NATIVEE,NA,0,0,0,0,0,0
2847,Magasin de vêtements de sport (activewear),yellov,NA,0,0,0,0,0,0
2848,Laverie automatique,Washonline,NA,0,0,0,0,0,0
2849,Boutique d'accessoires de mode,Babyball,NA,0,0,0,0,0,0
2850,Bijouterie,Ateliers Saint-germain,NA,0,0,0,0,0,0
2851,Shopping & mode,L'Anguille,NA,0,0,0,0,0,0
2852,Antiquaire,Vintagefrenchart,NA,0,0,0,0,0,0
2853,Grand magasin,Migrette et cie,NA,0,0,0,0,0,0
2854,Site de comparaison de prix,Architectes Devis,NA,0,0,0,0,0,0
2855,Magasin de vêtements,Spirit75,NA,0,0,0,0,0,0
2856,Boutique d'accessoires de mode,La Belle Marginale,NA,0,0,0,0,0,0
2857,Horlogerie,Salt Watches,NA,0,0,0,0,0,0
2858,Shopping & mode,PIERRE LANNIER,NA,0,0,0,0,0,0
2859,Bijouterie,Ödea Paris,NA,0,0,0,0,0,0
2860,Shopping & mode,Therapeute Zucchero,NA,0,0,0,0,0,0
2861,Shopping & mode,Bewildcollection,NA,0,0,0,0,0,0
2862,Boutique d'accessoires de mode,Fl Watch,NA,0,0,0,0,0,0
2863,Boutique d'accessoires de mode,1kado,NA,0,0,0,0,0,0
2864,Shopping & mode,Street At Home,NA,0,0,0,0,0,0
2865,Magasin de vêtements pour hommes,Station JAGVI,NA,0,0,0,0,0,0
2866,Magasin de vêtements pour femmes,INIA MODE,NA,0,0,0,0,0,0
2867,Magasin de vêtements,SOHO VIBES,NA,0,0,0,0,0,0
2868,Magasin de vêtements,Vegaoo.pt,NA,0,0,0,0,0,0
2869,Magasin de chaussures,BOOSH,NA,0,0,0,0,0,0
2870,Magasin de chapeaux et couvre-chefs,O'SunShade,NA,0,0,0,0,0,0
2871,Magasin de vêtements,jujuetmarc.com,NA,0,0,0,0,0,0
2872,Magasin de cosmétiques,Lescreationsdamandine,NA,0,0,0,0,0,0
2873,Service e-commerce,petit viking,NA,0,0,0,0,0,0
2874,Service de retouche de vêtements,Holding Confection - Atelier de couture et retouches,NA,0,0,0,0,0,0
2875,Magasin de vêtements de sport,Peaches,NA,0,0,0,0,0,0
2876,Magasin de vêtements pour bébés,Mavaeshop,NA,0,0,0,0,0,0
2877,Magasin de vêtements,Kiruto,NA,0,0,0,0,0,0
2878,Boutique d'accessoires de mode,Chloé et Léon,NA,0,0,0,0,0,0
2879,Shopping & mode,Moakt Mail,NA,0,0,0,0,0,0
2880,Bijouterie,Jewellery Box d'un Petit Cœur,NA,0,0,0,0,0,0
2881,Boutique de t-shirts personnalisés,Joker Medical,NA,0,0,0,0,0,0
2882,Magasin de vêtements pour hommes,DALEI,NA,0,0,0,0,0,0
2883,Bijouterie fantaisie,Elisabeth Fantaisie,NA,0,0,0,0,0,0
2884,Magasin de vêtements pour femmes,Zeelous,NA,0,0,0,0,0,0
2885,Magasin de chaussures,Tidynine,NA,0,0,0,0,0,0
2886,Boutique d'accessoires de mode,jamaisvulgaire.com,NA,0,0,0,0,0,0
2887,Magasin de vêtements,Tribu de Paris,NA,0,0,0,0,0,0
2888,Boutique d'accessoires de mode,Durs à Cuire,NA,0,0,0,0,0,0
2889,Bijouterie,E-Watch Pro,NA,0,0,0,0,0,0
2890,Magasin de puériculture,Babymoov,NA,0,0,0,0,0,0
2891,Art & antiquités,Bargueno,NA,0,0,0,0,0,0
2892,Ordinateur et accessoires,Technocost,NA,0,0,0,0,0,0
2893,Boutique de lingerie,Love Juice,NA,0,0,0,0,0,0
2894,Bijouterie,L'Atelier Emma&Chloé,NA,0,0,0,0,0,0
2895,Bijouterie,Bracelets du monde,NA,0,0,0,0,0,0
2896,Shopping & mode,LeGastronomeSexy.com,NA,0,0,0,0,0,0
2897,Shopping & mode,Misterfashion,NA,0,0,0,0,0,0
2898,Organisateur d'événements,Vide dressing des Toulousaines,NA,0,0,0,0,0,0
2899,Magasin de vêtements pour femmes,Ginettes Eshop,NA,0,0,0,0,0,0
2900,Bijouterie,Un De Ces Quatre,NA,0,0,0,0,0,0
2901,Joaillier,Coeur sur le Monde,NA,0,0,0,0,0,0
2902,Boutique d'accessoires de mode,Perles sur fil,NA,0,0,0,0,0,0
2903,Magasin de vêtements,mikyeurobici,NA,0,0,0,0,0,0
2904,Bijouterie,Atelier Anthurium,NA,0,0,0,0,0,0
2905,Magasin de vitamines et compléments alimentaires,Cokein supplements,NA,0,0,0,0,0,0
2906,Boutique de lingerie,Pimsee,NA,0,0,0,0,0,0
2907,Magasin de chaussures,Adherashoes,NA,0,0,0,0,0,0
2908,Magasin de vêtements vintage,Reusses,NA,0,0,0,0,0,0
2909,Opticien,Optique Terreaux Lyon 1er,NA,0,0,0,0,0,0
2910,Enchères en ligne,TEVEE,NA,0,0,0,0,0,0
2911,Magasin de vêtements vintage,Master Pieces,NA,0,0,0,0,0,0
2912,Service de rachat de bijoux,Bror,NA,0,0,0,0,0,0
2913,Boutique de sacs à main,L'Odyssée de la Mode,NA,0,0,0,0,0,0
2914,Marché de textile,Chaussettefantaisie,NA,0,0,0,0,0,0
2915,Shopping & mode,Onemode,NA,0,0,0,0,0,0
2916,Magasin de vêtements pour bébés,Babyhopp,NA,0,0,0,0,0,0
2917,Boutique d'accessoires de mode,Entrenoue,NA,0,0,0,0,0,0
2918,Boutique d'accessoires de mode,Barbari,NA,0,0,0,0,0,0
2919,Boutique de lingerie,Divanylon,NA,0,0,0,0,0,0
2920,Magasin de vêtements pour femmes,Ellektra,NA,0,0,0,0,0,0
2921,Joaillier,Serengeti Jewels,NA,0,0,0,0,0,0
2922,Magasin de puériculture,Lulu au lit,NA,0,0,0,0,0,0
2923,Magasin de lunettes de soleil,Cartelview,NA,0,0,0,0,0,0
2924,Shopping & mode,Couleures,NA,0,0,0,0,0,0
2925,Joaillier,Laujoa,NA,0,0,0,0,0,0
2926,Marché traditionnel,GARAGE LES MAGASINS,NA,0,0,0,0,0,0
2927,Magasin de vêtements pour enfants,Etictop Support,NA,0,0,0,0,0,0
2928,Shopping & mode,Margotte tournicote,NA,0,0,0,0,0,0
2929,Magasin de sacs et bagages,Domini Leather,NA,0,0,0,0,0,0
2930,Boutique de t-shirts personnalisés,Logobrodeurs,NA,0,0,0,0,0,0
2931,Boutique de lingerie,christine-lingerie.com,NA,0,0,0,0,0,0
2932,Bijouterie fantaisie,Audacieuseparis,NA,0,0,0,0,0,0
2933,Magasin de sacs et bagages,Bagages24h,NA,0,0,0,0,0,0
2934,Magasin de vêtements pour enfants,MaPetiteEtagere.fr,NA,0,0,0,0,0,0
2935,Magasin de chaussures,Los Kapoiyitos,NA,0,0,0,0,0,0
2936,Entreprise de négoce de l'or et de l'argent,Or And Co,NA,0,0,0,0,0,0
2937,Magasin de vêtements imprimés,Fée Parmôha,NA,0,0,0,0,0,0
2938,Magasin de puériculture,Petit Paul,NA,0,0,0,0,0,0
2939,Bijouterie,Montres Lige,NA,0,0,0,0,0,0
2940,Magasin de sacs et de valises,Blessing Cases,NA,0,0,0,0,0,0
2941,Shopping & mode,Lamalleauxfripes,NA,0,0,0,0,0,0
2942,Magasin de vêtements pour femmes,Les Carnacoises,NA,0,0,0,0,0,0
2943,Magasin de puériculture,marmott',NA,0,0,0,0,0,0
2944,Shopping & mode,NoScrupules,NA,0,0,0,0,0,0
2945,Shopping & mode,Lecoledesecourisme,NA,0,0,0,0,0,0
2946,Atelier de réparation de trottinettes,Miscooter,NA,0,0,0,0,0,0
2947,Shopping & mode,Teeshirt Minute,NA,0,0,0,0,0,0
2948,Bijouterie,Miyajewellery,NA,0,0,0,0,0,0
2949,Fabricant de maroquinerie,7szn,NA,0,0,0,0,0,0
2950,Shopping & mode,Folledemode,NA,0,0,0,0,0,0
2951,Diamantaire,Heritage Jewelry,NA,0,0,0,0,0,0
2952,Magasin de sacs,BHANGARA,NA,0,0,0,0,0,0
2953,Shopping & mode,ALIENWOOD.FR,NA,0,0,0,0,0,0
2954,Site de comparaison de prix,Nettoyagedevis,NA,0,0,0,0,0,0
2955,Shopping & mode,Berkeyexpert,NA,0,0,0,0,0,0
2956,Shopping & mode,tee-shirts-online,NA,0,0,0,0,0,0
2957,Magasin de puériculture,Lavalisedewenetlouna,NA,0,0,0,0,0,0
2958,Shopping & mode,RUPTURE,NA,0,0,0,0,0,0
2959,Shopping & mode,Rare Watches-co,NA,0,0,0,0,0,0
2960,Magasin de chaussures,Coxshop,NA,0,0,0,0,0,0
2961,Fabricant de bijoux,Kissing on the moon Bijoux,NA,0,0,0,0,0,0
2962,Magasin de vêtements,Lebazaracaro,NA,0,0,0,0,0,0
2963,Boutique d'accessoires de mode,Les Jolies Créations De Nanou,NA,0,0,0,0,0,0
2964,Marché en ligne,Kelvente,NA,0,0,0,0,0,0
2965,Boutique de mariage,Le Dressing Club,NA,0,0,0,0,0,0
2966,Shopping & mode,Only Sport,NA,0,0,0,0,0,0
2967,Shopping & mode,Chaussures Deshays-paris,NA,0,0,0,0,0,0
