,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
0,Distributeur de boissons,Le Fourgon,"5,0",5305,97,3,<1,<1,<1
1,Caviste,Comptoir des Vignes,NA,NA,92,8,<1,<1,<1
2,Service e-commerce,Nutri Naturel,"4,9",2509,89,9,<1,<1,<1
3,Fabricant de produits alimentaires,Maison Martin - Le Piment Français,"4,9",1262,95,4,<1,0,<1
4,Magasin de thé,Lu Shan - Art du Thé,"4,9",1216,91,6,2,<1,<1
5,Boutique de café,Belleville Brulerie - Paris,"4,9",1172,94,4,1,<1,1
6,Producteur de produits alimentaires,Spiruline des îles d'or,"4,9",853,95,4,<1,<1,<1
7,Service de commande de repas en ligne,Entrepôt Italien,"4,9",752,91,8,<1,<1,<1
8,Caviste,Au-droit-de-bouchon,"4,9",384,91,8,1,0,<1
9,Caviste,VignArtea,"4,9",329,93,6,<1,0,<1
10,Épicerie fine,MONPLANCBD,"4,9",304,96,3,<1,<1,0
11,Entreprise de cosmétique,Olala! French Cosmetics,"4,9",250,93,7,0,0,0
12,Magasin de produits gourmets,Nordic Temptations,"4,9",185,93,5,2,0,0
13,Torréfacteurs,Hayuco Coffee Boutique,"4,9",174,97,1,<1,1,0
14,Magasin de cannabis,Kanamaste CBD,"4,9",150,97,3,0,0,0
15,Pâtisserie,Pâtisserie Peigné,"4,9",140,93,4,2,0,<1
16,Magasin de vins et spiritueux,La Maison Du Clairin,"4,9",116,97,<1,<1,<1,0
17,Distillerie,Distillerie de Rozelieures,"4,9",109,96,4,0,0,0
18,Épicerie,Vanille Naha Sava,"4,9",107,97,2,0,<1,0
19,Magasin de cigarettes électroniques,Oliquide,"4,8",13162,93,5,<1,<1,1
20,Magasin de vins et spiritueux,Rhum Attitude,"4,8",6980,88,9,2,<1,<1
21,Boutique de café,Vert Tiges,"4,8",5605,88,10,1,<1,<1
22,Boutique de figurines,Shin Sekai,"4,8",2395,90,7,1,<1,<1
23,Magasin de vélos,VeloBoutiquePro,"4,8",1922,80,14,3,1,2
24,Boutique de café,Café en grain,"4,8",1856,86,10,2,<1,1
25,Magasin de cigarettes électroniques,VDLV boutique,"4,8",1509,90,7,<1,<1,1
26,Épicerie,Willy anti-gaspi,"4,8",1367,90,8,<1,<1,<1
27,"Aliments, boissons & tabac",Boutique Cannes-fayet,"4,8",1275,89,7,2,1,1
28,Épicerie,Mes Voisins Producteurs,"4,8",1051,84,11,4,1,<1
29,Service de commande de repas en ligne,Les Chocolats du coeur,"4,8",1017,85,13,1,<1,<1
30,Magasin de vins et spiritueux,MonWhisky.fr,"4,8",1009,89,8,2,<1,<1
31,Magasin de vins et spiritueux,Tout Autour du Vin,"4,8",656,81,12,3,<1,3
32,Fabricant de produits alimentaires,comptoirdesflandres.com,"4,8",337,87,9,2,<1,1
33,Fournisseur de machine à café,Expresseau,"4,8",311,85,12,1,2,<1
34,Herboristerie,Greendogs Cbd,"4,8",294,95,3,<1,0,1
35,Cave à vins,Abacchus,"4,8",259,90,8,<1,<1,1
36,Magasin d'épices,Dock des Epices,"4,8",249,90,7,<1,1,1
37,Marché alimentaire,acemartmall.com,"4,8",218,88,7,2,2,<1
38,Boutique de figurines,Manganim,"4,8",218,97,2,<1,<1,<1
39,Magasin de cannabis,Strongcbd,"4,8",216,95,4,0,<1,0
40,Épicerie asiatique,Asie Gourmande,"4,8",202,89,8,2,<1,<1
41,Fabricant de produits alimentaires,VousAvezUnMessage,"4,8",196,90,5,3,<1,1
42,Caviste,1envie1vin,"4,8",195,93,5,1,0,1
43,Magasin d'alimentation naturelle,Luxemorilles & La Passion des Vins,"4,8",182,87,7,3,<1,2
44,Fabricant de produits alimentaires,Le petit zeste,"4,8",168,94,4,2,0,0
45,Caviste,Caves Bossetti,"4,8",130,94,4,<1,0,1
46,Épicerie fine,Quinta Portuguesa,"4,8",109,96,4,0,0,0
47,Magasin bio,GESTEBIO,"4,8",105,93,6,<1,0,0
48,Magasin de cannabis,CBDream,"4,8",94,95,2,0,1,2
49,Vignoble,Domaine GUETH - Vins d'Alsace et Oenotourisme,"4,8",94,97,3,0,0,0
50,Distributeur de café,SARL SAVILEM,"4,8",93,89,9,1,1,0
51,Magasin d'épices,Le Poivre de Kampot par .pepper..field®,"4,8",84,94,4,1,0,1
52,Cave à vins,Cave Pur Jus,"4,8",75,97,3,0,0,0
53,Boutique de santé et beauté,SUPRHEMP©,"4,8",64,97,3,0,0,0
54,Cave à vins,Cavejuste,"4,8",59,95,5,0,0,0
55,Marché alimentaire,Chez Marceline,"4,8",55,95,5,0,0,0
56,Caviste,Ventealapropriete.com,"4,7",33385,72,23,3,<1,<1
57,"Aliments, boissons & tabac",Smoking.fr,"4,7",19168,86,9,2,1,2
58,Magasin de cigarettes électroniques,Ecigplanete,"4,7",8701,86,8,2,1,3
59,Pharmacie,Pharmacie des Drakkars,"4,7",7184,83,9,3,1,4
60,Magasin de cigarettes électroniques,Vapoter,"4,7",4890,81,11,3,1,4
61,Caviste,Site de Vente Directe des Vignerons Indépendants,"4,7",2443,81,13,3,1,2
62,Boutique de figurines,Chibi Akihabara,"4,7",2406,88,7,2,1,2
63,Fabricant de produits alimentaires,Shanty Biscuits,"4,7",1902,84,10,3,2,1
64,Service de fitness et nutrition,Cheef,"4,7",1814,73,21,2,2,2
65,Magasin d'alimentation bio,Fermedubio,"4,7",1676,84,10,3,<1,2
66,Magasin de café,Chacun Son Café,"4,7",1583,73,19,5,1,2
67,Marché aux poissons et fruits de mer,Pêché Maison,"4,7",1543,87,10,2,<1,1
68,Magasin bio,Crazy Cbd,"4,7",1215,84,10,2,1,3
69,Herboristerie,Florfactory,"4,7",1122,86,9,2,<1,2
70,Caviste,Jean-merlaut.com,"4,7",697,75,20,3,1,<1
71,Marchand de thé,Pakayamba,"4,7",678,83,10,2,2,3
72,Magasin de cannabis,lignevertecbd.com,"4,7",657,84,10,3,<1,2
73,Caviste,Les Grappes,"4,7",621,81,12,4,<1,2
74,Épicerie asiatique,Thanh Binh Jeune,"4,7",619,81,14,3,1,1
75,Magasin de cigarettes électroniques,E-LIQUIDE-FR,"4,7",555,86,5,1,1,7
76,Caviste,Champagne Terroir,"4,7",410,86,10,1,2,<1
77,Épicerie fine,la maison du miel,"4,7",340,90,6,2,1,1
78,Magasin de vins et spiritueux,La Couleur Du Vin,"4,7",229,84,13,<1,<1,<1
79,Magasin de cannabis,Fleurdecbd,"4,7",216,87,7,3,2,<1
80,Magasin de pâtisseries,Jeannette 1850,"4,7",208,85,11,1,1,2
81,Boutique de boissons non alcoolisées,Rez,"4,7",184,89,5,2,1,3
82,Microbrasserie,Microbrasseur,"4,7",180,84,10,3,1,2
83,Charcuterie,Directos.eu,"4,7",173,80,13,3,1,3
84,Épicerie,Candy Dukes,"4,7",169,87,6,2,1,4
85,Magasin de cannabis,Ogreenlab,"4,7",149,84,11,4,0,1
86,Fournisseur d'engrais,bio-technology.fr,"4,7",139,84,11,2,0,3
87,Épicerie,slowinfusion.fr,"4,7",133,88,7,2,2,<1
88,Artisanat,Forvm,"4,7",126,82,10,6,2,0
89,Magasin de cigarettes électroniques,Naturovape,"4,7",109,96,2,2,0,0
90,Confiserie,Candyshoplife,"4,7",109,94,3,<1,0,2
91,Production agricole,Canebiera,"4,7",106,84,12,4,0,0
92,Magasin de cannabis,Wikiweed,"4,7",84,88,7,0,0,5
93,Magasin de cannabis,Botanik Store,"4,7",77,86,13,0,0,1
94,Boutique de figurines,Sugoi Shop,"4,7",76,97,3,0,0,0
95,Service de traiteur,Ensuite,"4,7",72,86,10,3,1,0
96,Fabricant de produits alimentaires,Madamegreen,"4,7",66,92,5,3,0,0
97,Pharmacie,Hyperpharmacie du 8 mai à Marignane,"4,7",65,84,9,5,0,2
98,Magasin de vins et spiritueux,FANCY CELLAR,"4,7",58,92,3,3,0,2
99,Miellerie,Miel Lacourcelle,"4,7",56,91,7,2,0,0
100,Magasin de vins et spiritueux,Boutique Maison Jean Loron,"4,7",54,89,9,2,0,0
101,Magasin de vins et spiritueux,Lesboxdecotevignes,"4,7",45,98,0,2,0,0
102,Fournisseur de tabac,ParallelShop,"4,7",45,94,4,2,0,0
103,Magasin de cigarettes électroniques,Barbavape,"4,7",42,93,5,0,0,2
104,Fabricant de cidre,Fils De Pomme,"4,7",41,93,2,0,2,3
105,Magasin de cannabis,Green paradise boutique cbd en ligne,"4,7",40,100,0,0,0,0
106,Cave à vins,Whynat,"4,7",38,97,3,0,0,0
107,Grossiste en boissons alcoolisées,Click'n Schluck,"4,7",35,94,6,0,0,0
108,Entreprise de traitement de l'eau,Eauriginelle,"4,7",34,97,3,0,0,0
109,Fabricant de produits alimentaires,Mon Petit Sablé,"4,7",30,100,0,0,0,0
110,Miellerie,Miel Booster / black horse / etumax / bio herbs,"4,7",28,100,0,0,0,0
111,Magasin bio,Greenweez.com,"4,6",97153,69,16,7,3,5
112,Fournisseur de matériel agricole,Hydrodis,"4,6",2122,78,13,4,2,3
113,Magasin de vins et spiritueux,CAMUS COGNAC,"4,6",560,89,4,2,1,4
114,Magasin bio,Ookies,"4,6",453,80,14,4,1,<1
115,Magasin de cannabis,Weedzy CBD,"4,6",372,80,12,3,1,4
116,Boutique de café,Malindo,"4,6",304,86,11,1,<1,2
117,Fournisseur de produits alimentaires,Omrane,"4,6",282,84,10,2,1,3
118,Magasin de vitamines et compléments alimentaires,Nature et Partage,"4,6",218,81,10,4,2,3
119,Fournisseur de bières,rb and beer,"4,6",195,89,7,<1,<1,4
120,Torréfacteurs,Cafés Bibal,NA,NA,77,13,5,1,4
121,Entreprise de transformation alimentaire,Biscuiterie Isidore Penven,"4,6",184,86,7,3,1,3
122,Caviste,La Vinothèque du Léman,"4,6",146,87,7,<1,<1,4
123,Épicerie fine,Tea Heritage,"4,6",143,84,6,5,3,2
124,Producteur d'eau minérale,Velleminfroy,"4,6",141,88,7,3,1,1
125,Artisan chocolatier,Carre Suisse,"4,6",110,91,4,<1,0,4
126,Torréfacteurs,Shoukâ,"4,6",98,88,5,4,1,2
127,Vignoble,Château de La Rivière,"4,6",68,83,9,4,0,4
128,Magasin de cannabis,WeenCBD,"4,6",59,88,7,3,0,2
129,Magasin d'alimentation bio,Bretalg,"4,6",55,85,13,2,0,0
130,Fabricant de produits alimentaires,BIOHÊME,"4,6",45,89,4,0,2,5
131,Boutique de boissons non alcoolisées,jane-store.com,"4,6",44,91,2,5,2,0
132,Fournisseur d'engrais,La Belle Bouse,"4,6",38,86,5,3,3,3
133,Traiteur,Atelier d'Angresse - Fumoir Artisanal,"4,6",37,81,19,0,0,0
134,Fournisseur de produits alimentaires,Les Oliveraies,"4,6",34,91,6,3,0,0
135,Magasin de vitamines et compléments alimentaires,Cbd Certified,"4,6",32,84,16,0,0,0
136,Épicerie fine,Originalmate,"4,6",30,94,3,0,0,3
137,Magasin de cannabis,Delight Cbd,"4,6",30,100,0,0,0,0
138,Torréfacteurs,Brûlerie des Graves,"4,6",26,100,0,0,0,0
139,Épicerie fine,Drive La Fourmilière,"4,6",25,88,8,4,0,0
140,Magasin d'alimentation bio,Aurore Market,"4,5",10439,74,18,5,1,2
141,Caviste,Chamvermeil,"4,5",3639,65,25,6,2,2
142,Magasin de matériel de décoration de gâteaux,Autourdugateau.fr,"4,5",3302,81,8,3,2,6
143,Magasin d'alimentation bio,amoseeds,"4,5",2129,73,18,4,2,3
144,Vignoble,Vins Côtes de Provence Château de Berne & E-Boutique,"4,5",1271,77,12,4,2,5
145,Caviste,Vintage and Co,"4,5",1144,80,12,4,<1,3
146,Service e-commerce,Sensaterra,"4,5",853,77,11,3,2,7
147,Fabricant de produits alimentaires,Bonne Maman,"4,5",744,77,13,4,1,5
148,Caviste,PlugwinePro,"4,5",563,63,25,6,2,4
149,Boutique de café,L'Arbre à Café,NA,NA,81,10,3,2,4
150,Magasin d'alimentation naturelle,Hexagone Vert,"4,5",342,76,14,4,2,4
151,Épicerie fine,Comptoirs Richard,"4,5",249,73,14,8,2,3
152,Boutique d'accessoires de mode,Les Artistes Paris,"4,5",246,80,8,2,2,8
153,Fabricant de produits alimentaires,Hotdogparty,"4,5",128,78,12,6,2,2
154,Magasin de cannabis,OG Space,"4,5",93,87,8,3,2,0
155,Cave à vins,CHÂTEAU LOUDENNE,"4,5",81,81,12,6,1,0
156,Marché alimentaire,Toc Toc Gourmet,"4,5",61,88,6,2,2,2
157,Production agricole,Mesabeilles,"4,5",59,80,12,3,2,3
158,Service e-commerce,WineSitting,"4,5",40,75,12,0,3,10
159,Magasin de bonbons,Candy Kids,"4,5",38,76,21,0,3,0
160,Magasin de cannabis,Weedoux CBD,"4,5",35,97,3,0,0,0
161,Magasin de vins et spiritueux,La Spiriterie Française - Château du Breuil Normandie,"4,5",32,85,9,3,0,3
162,Herboristerie,La Touche Verte,NA,NA,92,0,0,4,4
163,Fabricant de produits alimentaires,Nutrimuscle,"4,4",20649,80,11,3,2,4
164,Caviste,Lavinia,NA,NA,69,16,6,4,5
165,Magasin de vins et spiritueux,Urban Drinks FR,"4,4",1819,79,10,3,2,6
166,Primeur,Potimarron,"4,4",1203,65,25,6,2,2
167,Magasin de narguilés,StreetShop France,NA,NA,76,12,3,3,6
168,Supermarché,Allmyketo.com,"4,4",962,69,18,5,3,5
169,Boutique de café,CAPS ME,"4,4",825,70,18,5,3,4
170,Livraison de repas à domicile,Qilibri,"4,4",787,69,20,6,1,4
171,Fabricant de thé,"Le Beau Thé, le sachet de thé personnalisé","4,4",448,81,9,2,3,5
172,Producteur de produits alimentaires,Karine & Jeff,"4,4",419,77,10,5,3,5
173,Élevage de fruits de mer,L'Huîtrerie,"4,4",276,75,14,3,5,3
174,Marché alimentaire,Fruggies (ex. Gaya),"4,4",237,69,20,5,3,3
175,Magasin de cannabis,Yogah,"4,4",206,79,9,3,3,6
176,Service de commande de repas en ligne,Rutabago - Box à cuisiner 100% BIO,"4,4",205,70,21,5,2,2
177,Caviste,VIGNAPART,"4,4",160,83,9,2,3,3
178,Magasin de cannabis,Kanaleg Premium CBD Store,"4,4",139,78,9,5,2,6
179,Caviste,Trois Fois Vin,"4,4",113,73,11,<1,3,12
180,Magasin de vins et spiritueux,Arthur Metz,"4,4",104,78,10,3,2,7
181,Café,Misterbean,"4,4",80,81,5,4,5,5
182,Conserverie,Bocaux de Chef,"4,4",56,82,11,3,2,2
183,Agriculteur,CBDevor,"4,3",1511,68,13,6,3,10
184,Fournisseur de produits alimentaires,Bene Bono,"4,3",435,61,24,7,3,5
185,Magasin de vaporiseurs,RELX France,"4,3",173,72,15,4,3,6
186,Cave à vins,Sommellerie de France,"4,3",100,77,11,6,2,4
187,Magasin de cigarettes électroniques,VAPEVO,"4,3",85,81,4,2,1,12
188,Cave à vins,Le Baroudeur du Vin,"4,3",75,74,7,9,5,5
189,Boutique de produits diététiques,MinciDélice España,"4,3",40,65,20,10,0,5
190,Fabricant de verrerie,Krosno France,"4,3",31,94,3,0,0,3
191,Magasin d'alimentation bio,Smartfooding,"4,2",1957,73,14,4,2,7
192,Fournisseur de services agricoles,Farmitoo,"4,2",959,74,7,2,3,14
193,Primeur,Fruits de la Terre,"4,2",294,79,11,3,3,4
194,Marché de produits frais,mon-marché.fr,"4,2",207,65,19,7,2,7
195,Magasin de gâteaux,La Cure Gourmande,"4,2",200,73,9,4,4,10
196,Magasin de cannabis,Cbdul,"4,2",180,71,14,4,2,9
197,Fournisseur de produits alimentaires,Ironmeals,"4,2",104,74,12,5,2,7
198,Magasin de vitamines et compléments alimentaires,Hyperbio,"4,2",56,67,18,2,2,11
199,Conserverie,Vrai & Bon,"4,2",33,70,15,6,6,3
200,Magasins d'appareils de fitness,www.fitnessboutique.fr,"4,1",25726,58,17,8,5,12
201,Service de fitness et nutrition,Protein Works France,"4,1",4338,72,15,5,2,6
202,Magasin de cannabis,Greenowl,NA,NA,69,15,5,4,7
203,Centre de bien-être,Weed Side Story,"4,1",4121,64,17,7,4,8
204,Grossiste en vins,Vinroyal,"4,1",1763,60,18,7,5,10
205,Magasin bio,bocoloco.fr,"4,1",205,71,16,2,4,7
206,Épicerie fine,Instant Chef,"4,1",186,79,7,5,1,8
207,Boutique de cadeaux,publicisdrugstore.com,"4,1",173,68,7,3,3,19
208,Exportateur de produits alimentaires et de boissons,France Export Fv Online,"4,1",122,66,11,7,4,12
209,Fromagerie,La Boite Du Fromager,"4,1",41,56,12,15,7,10
210,Producteur de produits alimentaires,Yoom at Home,"4,1",28,75,3,7,4,11
211,Livraison de repas à domicile,DIETBON.FR,"4,0",8300,42,35,14,5,4
212,Livraison de repas à domicile,KITCHENDIET.FR,"4,0",3311,47,31,13,5,4
213,Boulangerie,Poulaillon,"4,0",96,60,9,13,10,8
214,Boutique de produits diététiques,MinciDélice France,"4,0",77,60,16,6,5,13
215,Magasin,Black Horse / Miel Aphrodisiaque,"4,0",60,69,7,3,3,18
216,Épicerie,Rooties,"4,0",56,78,2,2,2,16
217,Service de commande de repas en ligne,HelloFresh France,"3,9",8068,46,30,11,4,9
218,Magasin de cannabis,Captain CBD,"3,9",169,59,15,6,8,12
219,"Aliments, boissons & tabac",HL Boutique en Ligne,"3,9",116,68,16,3,<1,12
220,Marché alimentaire,French Corner Shop,"3,9",29,62,7,14,7,10
221,Service de traiteur,MaxiCoffee.com,"3,8",5592,64,14,6,4,12
222,"Aliments, boissons & tabac",FrizBiz,"3,8",1185,63,14,5,3,15
223,Entreprise de livraison,PLAISIRS FRUITÉS,"3,8",213,42,27,17,9,5
224,Service de livraison des courses,Le Marché Moderne,"3,8",114,47,19,15,8,11
225,Magasin d'alcool,Ma Cocktail Box,"3,6",89,58,21,8,3,10
226,Fournisseur d'eau en bouteille,Chateaudeau,"3,5",379,56,11,5,5,23
227,Service de traiteur,Club-Café-Gourmet.fr,"3,4",542,67,12,8,4,9
228,Fabricant de produits alimentaires,Healtheen,"3,4",151,47,10,7,9,27
229,Fournisseur de tabac,Sokkar,"3,4",55,73,7,0,0,20
230,Magasin de vins et spiritueux,Les Caves,"3,0",176,37,11,5,3,44
231,Magasin de vaporiseurs,Taklope,"4,9",2499,94,5,<1,<1,<1
232,Torréfacteurs,Lomi,"4,9",323,92,6,<1,1,<1
233,Caviste,Demain les Vins,"4,9",252,91,9,<1,<1,0
234,Caviste,Stephconti vins & spiritueux,"4,9",219,92,7,<1,<1,0
235,"Aliments, boissons & tabac",Coffee Webstore,"4,9",182,91,6,<1,<1,1
236,Producteur de produits alimentaires,Symbiose Kéfir,"4,9",164,99,1,0,0,0
237,Magasin de cannabis,Cbdoo,"4,9",145,95,3,0,<1,<1
238,"Aliments, boissons & tabac",Santé-parodonte,"4,9",67,99,0,0,0,1
239,Caviste,Le Petit Ballon,"4,8",3931,89,8,<1,<1,2
240,Magasin de cigarettes électroniques,Le Petit Vapoteur,"4,8",3850,92,4,<1,<1,2
241,Boulangerie,Cuisineaddict.com,"4,8",1498,87,9,1,<1,2
242,Fabricant de thé,CBD Toulouse,"4,8",665,85,12,1,1,1
243,Boutique de boissons non alcoolisées,Nonna Lab,"4,8",420,97,2,<1,<1,<1
244,Décorateur d'intérieur,KELADECO,"4,8",391,82,15,1,1,<1
245,Fournisseur de boissons gazeuses,Sodastream France,"4,8",313,91,3,2,<1,3
246,Service de livraison des courses,Drive to Home,"4,8",272,91,8,1,0,0
247,Caviste,Midi-Vin,"4,8",254,85,12,2,<1,<1
248,Magasin de cannabis,Okiweed,"4,8",201,96,<1,<1,0,3
249,Entreprise de transformation alimentaire,LAFRENCHI,"4,8",193,93,5,1,<1,<1
250,Caviste,e-winery,"4,8",159,62,26,6,2,4
251,Magasin d'articles orientaux,Zayti,"4,8",106,92,7,<1,0,0
252,Caviste,Le Bon Gustave,"4,8",100,91,6,1,1,1
253,Magasin de cannabis,Lavalleeducbd,"4,8",97,97,2,0,1,0
254,Entreprise de livraison,La Tournée,"4,8",84,97,2,0,0,1
255,Magasin bio,E-choppe alternative,"4,8",76,98,1,0,1,0
256,Magasin de cigarettes électroniques,e-vapopote.fr,"4,8",70,92,7,1,0,0
257,Artisanat,Les Ruches Royales,"4,8",70,96,4,0,0,0
258,Caviste,VIA VINUM,"4,8",48,96,4,0,0,0
259,Magasin de vins et spiritueux,Wepicurien,"4,8",48,98,2,0,0,0
260,Primeur,Mamma gia,"4,8",44,95,5,0,0,0
261,Magasin bio,La Fourche,"4,7",5051,84,11,2,<1,2
262,Caviste,Vin Malin,"4,7",1784,71,18,6,3,2
263,Caviste,TWIL - The wine I love,"4,7",418,84,11,<1,<1,3
264,"Aliments, boissons & tabac",Clos19,"4,7",342,80,3,0,1,16
265,Boutique de café,Palais des Thés,"4,7",299,85,7,2,2,4
266,Caviste,Chateau.com,"4,7",186,81,9,2,3,5
267,Magasin de thé,Very Thés,"4,7",149,91,5,1,0,3
268,Caviste,www.winerepublik.com,"4,7",126,80,15,4,<1,0
269,Cave à vins,Divvino Paris,"4,7",112,94,3,<1,0,2
270,Magasin d'épices,Etal des Epices,"4,7",94,86,10,2,1,1
271,Fournisseur de produits alimentaires,Krupky,"4,7",74,90,8,1,0,1
272,Magasin de vins et spiritueux,Coquetelers,"4,7",73,96,0,3,1,0
273,Fabricant de produits alimentaires,Orisae,"4,7",72,87,11,1,1,0
274,Épicerie,Komi Epices,"4,7",68,91,3,3,1,2
275,"Aliments, boissons & tabac",My French-Grocery - Your Online French Supermarket,"4,7",57,87,9,2,0,2
276,Caviste,Le Chant des Caves,"4,7",56,89,11,0,0,0
277,"Aliments, boissons & tabac",SerenCreation,"4,7",55,96,4,0,0,0
278,Poissonnerie,QWEHLI,"4,7",54,94,2,2,2,0
279,Service e-commerce,Vigneronly,"4,7",54,94,4,2,0,0
280,Service de livraison des courses,K-ba,"4,7",49,100,0,0,0,0
281,Grossiste de produits,Greenleafcbd,"4,7",45,96,4,0,0,0
282,Brasserie,TyKemm,"4,7",43,93,5,2,0,0
283,Caviste,JAVAPUBLISHING - la-cave-cellar,"4,7",42,93,5,0,0,2
284,Magasin de cigarettes électroniques,freevap.ch,"4,7",42,93,7,0,0,0
285,Magasin d'alimentation bio,La Brouette Occitane,"4,7",41,93,7,0,0,0
286,Épicerie fine,Ouliva,"4,7",39,94,3,3,0,0
287,Magasin de cigarettes électroniques,EliquidAndCo,"4,7",39,79,8,3,0,10
288,Herboristerie,Smoky Box,"4,7",39,95,5,0,0,0
289,Magasin de cigarettes électroniques,Like Cigarette,"4,7",36,80,14,0,3,3
290,Épicerie,Terre rouge,"4,7",35,100,0,0,0,0
291,Magasin de cigarettes électroniques,Eliquide-DIY.fr : E-liquide pas cher pour cigarette électronique,"4,7",32,91,3,0,6,0
292,Distributeur de boissons,JOMO - Thés glacés sains et responsables,"4,7",31,94,6,0,0,0
293,Boutique de boissons non alcoolisées,Sobie-Bienfait,"4,7",26,100,0,0,0,0
294,Cave à vins,Les Pépites by Bordeaux Blends,"4,7",24,100,0,0,0,0
295,Magasin de bonbons,My American Market,"4,6",36478,71,19,6,2,2
296,Service de commande de repas en ligne,Gustini - Passione italiana.,"4,6",1377,75,15,4,3,3
297,Magasin de cigarettes électroniques,Le vapoteur discount,"4,6",147,85,3,1,1,10
298,Boulangerie,PneuEncrage.com,"4,6",130,53,11,13,8,15
299,"Aliments, boissons & tabac",Lacavedourthe,"4,6",118,81,14,3,<1,<1
300,Confiserie,Papabubble France,"4,6",116,91,3,3,<1,2
301,Magasin d'électroménager,Cuisine du Bien-etre,"4,6",111,79,14,3,3,<1
302,Boulangerie,MonPainBio.com,"4,6",100,76,16,5,1,2
303,Brasserie,Tribulle,"4,6",64,92,3,1,2,2
304,Magasin de vins et spiritueux,Thewhiskycollectors,"4,6",55,94,4,0,0,2
305,Magasin de cannabis,TealerLab®,"4,6",49,92,4,0,0,4
306,Magasin de cannabis,Hirakana,"4,6",47,81,15,2,2,0
307,Boutique de boissons non alcoolisées,Nighthawks,"4,6",45,80,16,2,2,0
308,Service de livraison des courses,So Mauricette,"4,6",44,91,9,0,0,0
309,Cave à vins,Le Canon Français,"4,6",43,84,16,0,0,0
310,Magasin d'alimentation bio,SPORULINE,"4,6",41,96,2,2,0,0
311,Boucherie-charcuterie,boucherie-beaussier.fr,"4,6",37,86,11,0,3,0
312,Épicerie fine,kwenda,"4,6",37,89,8,0,0,3
313,Magasin de thé,MysteryTea,"4,6",35,86,14,0,0,0
314,Fabricant de thé,La Chanvriere,"4,6",33,94,6,0,0,0
315,Caviste,Pomerol.com,"4,6",32,84,13,0,3,0
316,Magasin de cannabis,Emendil - CBD / HHC,"4,6",31,97,0,0,3,0
317,Exploitation viticole,Domaine Eric GELLY,"4,6",30,87,13,0,0,0
318,Caviste,VIGNERONS champagnes,"4,6",29,90,10,0,0,0
319,Boutique de boissons non alcoolisées,Humble+,"4,6",28,96,4,0,0,0
320,Distributeur de boissons,Lemagicienbio,"4,6",26,96,4,0,0,0
321,Caviste,Bu et Approuvé,"4,6",26,92,8,0,0,0
322,Épicerie,Casa Transilvana,"4,6",25,92,4,4,0,0
323,Magasin de cannabis,Barbes à Fleurs CBD,"4,6",24,92,8,0,0,0
324,Magasin d'alcool,APERO LE MANS,"4,6",23,96,4,0,0,0
325,Exploitation viticole,Domaine Pierre Adam,"4,6",22,100,0,0,0,0
326,Fabrication d'aliments,Maempi,"4,6",22,100,0,0,0,0
327,Magasin bio,Vgreen,"4,6",22,86,14,0,0,0
328,Magasin d'alcool,The Cocktailist,"4,6",22,95,5,0,0,0
329,Livraison de repas à domicile,Fast And Curious,"4,6",21,100,0,0,0,0
330,Boutique de produits diététiques,Sweethly,"4,6",21,100,0,0,0,0
331,Magasin de cannabis,Walter Green,"4,6",21,100,0,0,0,0
332,Magasin de thé,Santé Nature Solution,"4,6",21,95,5,0,0,0
333,Producteur de produits alimentaires,ÏOD Traiteur de la Mer,"4,6",20,95,5,0,0,0
334,Miellerie,Ben et Syl,"4,6",20,100,0,0,0,0
335,Cave à vins,Lovelybubbly,"4,6",20,100,0,0,0,0
336,Grossiste,Hellodrinks,"4,6",20,95,5,0,0,0
337,Confiserie,Lasucette.com,"4,6",18,100,0,0,0,0
338,Magasin de produits gourmets,BleuBlancBox,"4,6",18,100,0,0,0,0
339,Magasin de cigarettes électroniques,Daze,"4,6",18,100,0,0,0,0
340,Service de traiteur,Dreatakeaway,"4,6",17,100,0,0,0,0
341,Caviste,Vinatis,"4,5",11853,82,9,2,1,6
342,"Aliments, boissons & tabac",vinatis.it,"4,5",989,74,14,3,3,6
343,Caviste,Oé,"4,5",627,91,5,2,<1,<1
344,Marché alimentaire,Cuvée Privée,"4,5",307,75,15,4,3,3
345,Magasin de cigarettes électroniques,Mon-liquide.fr N°1 Cigarette électronique & E-liquides,"4,5",290,81,12,2,<1,4
346,Service de commande de repas en ligne,GoCater,"4,5",284,68,22,5,3,2
347,Boutique de café,Terramoka,"4,5",172,64,20,9,2,5
348,Caviste,Chateau.com,"4,5",162,83,7,2,2,6
349,Magasin bio,Belvibio,"4,5",148,73,17,3,2,5
350,Marchand de thé,Truth & Right CBD,"4,5",117,78,14,2,2,4
351,"Aliments, boissons & tabac",Pistache & Cacahuète,"4,5",106,92,4,<1,0,3
352,Caviste,Calyce Cidre,"4,5",106,81,10,<1,5,3
353,Fabricant de produits alimentaires,Easy Sushi®,"4,5",89,79,14,2,2,3
354,Magasin de cannabis,FULLMOON EI Gasolina.fr,"4,5",59,91,7,0,0,2
355,Magasin de matériel de cuisine,KIDICAKES,"4,5",50,78,12,6,2,2
356,Entreprise de transformation alimentaire,Apisphére,"4,5",49,74,18,4,4,0
357,Magasin de cannabis,CBD Academy,"4,5",41,81,15,2,2,0
358,Service de fitness et nutrition,Moringa&Co,"4,5",36,86,8,3,0,3
