,Catégorie,Titre,Score,Avis,5 etoiles,4 etoiles,3 etoiles,2 etoiles,1 etoiles
2848,Magasin de produits capillaires,Hair Professionnel,"1,6",81,23,6,5,0,66
2849,Shopping & mode,ST Dupont,"1,6",50,6,2,2,4,86
2850,Magasin de vêtements pour femmes,Princesse Boutique,"1,6",47,21,15,4,6,54
2851,Horlogerie,Montres-Monaco.Com,"1,6",32,16,3,0,3,78
2852,Boutique de lingerie,Pusheo,"1,6",32,3,0,0,0,97
2853,Magasin de chaussures,Mephisto Shop,"1,6",26,4,0,0,8,88
2854,Décorateur d'intérieur,lacompagniefrancaise,"1,5",688,70,19,5,2,4
2855,Magasin de vêtements,Zadig & Voltaire,"1,5",536,9,3,<1,2,85
2856,Magasin de vêtements de sport (activewear),adidas France,"1,5",342,13,6,2,4,75
2857,Shopping & mode,Edeal,"1,5",267,2,3,2,1,92
2858,Shopping & mode,Pimkie,"1,5",263,10,7,3,6,74
2859,Shopping & mode,Eastpak,"1,5",195,13,6,2,5,74
2860,Magasin de puériculture,Reborn Secrist France,"1,5",157,22,3,0,<1,74
2861,Shopping & mode,Laurakent,"1,5",105,7,3,4,16,70
2862,Magasin de vêtements,GERARD DAREL,"1,5",80,5,1,0,8,86
2863,Shopping & mode,Des Petits Hauts,"1,5",72,6,4,0,7,83
2864,Shopping & mode,CELINE,"1,5",54,9,0,0,4,87
2865,Horlogerie,TVDistrinet,"1,5",36,14,5,0,6,75
2866,Shopping & mode,Modekinko,"1,5",33,24,0,0,0,76
2867,Bijouterie,Hermès International (French luxury manufacturer),"1,4",785,7,<1,<1,2,89
2868,Shopping & mode,Christian Louboutin,"1,4",223,8,1,2,3,86
2869,Shopping & mode,Reductoo,"1,4",199,26,18,3,2,51
2870,Enchères en ligne,Interencheres,"1,4",187,5,1,3,4,87
2871,Horlogerie,MONTRES DIFFUSION,"1,4",149,72,14,3,2,9
2872,Shopping & mode,Louise Basile,"1,4",120,6,<1,2,2,89
2873,Shopping & mode,Yoda Store,"1,4",94,2,1,3,0,94
2874,Shopping & mode,Hexagone Avenue,"1,4",92,5,0,1,6,88
2875,Shopping & mode,Mercicharlie,"1,4",91,2,1,3,1,93
2876,Magasin de vêtements pour femmes,Believe E,"1,4",55,33,11,2,11,43
2877,Marché en ligne,Vinted,"1,3",9 568,6,2,3,4,85
2878,Shopping & mode,Videdressing,"1,3",778,6,2,3,5,84
2879,Shopping & mode,The Kooples,"1,3",508,13,2,4,5,76
2880,Shopping & mode,Cyrillus,"1,3",405,4,3,2,4,87
2881,Magasin de sous-vêtements,La Charmeuse,"1,3",185,65,18,4,5,8
2882,Shopping & mode,Cdisount,"1,3",172,6,2,2,8,82
2883,Magasin de vêtements pour hommes,Generation-jeans,"1,3",150,77,4,4,0,15
2884,Shopping & mode,Emilie Montessori,"1,3",136,2,<1,2,7,88
2885,Shopping & mode,STREETWEAR,"1,3",127,<1,2,2,3,92
2886,Shopping & mode,Cyrillus,"1,3",91,3,0,0,6,91
2887,Fabricant de lingerie,youurs.net,"1,3",83,1,1,0,0,98
2888,Bijouterie,RuedelaPaix.com,"1,3",74,47,11,1,3,38
2889,Grand magasin,Tasse-Toi,"1,3",67,16,7,0,2,75
2890,Magasin de streetwear,Serishirts,"1,2",560,23,8,5,7,57
2891,Shopping & mode,Dim,"1,2",363,2,<1,<1,1,96
2892,Shopping & mode,MONSHOWROOM,"1,2",295,9,5,2,5,79
2893,Horlogerie,Horloge Factory,"1,2",272,7,1,<1,2,90
2894,Boutique de lingerie,Lemoncurve,"1,2",165,33,16,5,5,41
2895,Shopping & mode,Louis Pion,"1,2",154,2,<1,0,<1,96
2896,Service de coupons d'achat,Qoqa France,"1,2",144,67,21,6,3,3
2897,Shopping & mode,Tshirtbuster,"1,2",124,5,2,2,6,85
2898,Shopping & mode,Topsportif,"1,2",97,73,19,5,1,2
2899,Magasin de streetwear,Pik and Clik,"1,1",513,72,18,4,3,3
2900,Shopping & mode,Dbz Store,"1,1",491,2,<1,<1,2,94
2901,Shopping & mode,The Kooples,"1,1",391,3,1,2,6,88
2902,Bijouterie,JOALY.fr,"1,1",147,92,7,0,0,<1
2903,Magasin de vêtements pour enfants,PRIVATE OUTLET,"1,1",111,<1,2,2,7,88
2904,Boutique d'accessoires de mode,Coco Comingsoon,0,0,0,0,0,0,0
2905,Magasin de vêtements,Vet&Co,0,0,0,0,0,0,0
2906,Magasin de chaussures,TakeYourShoes,0,0,0,0,0,0,0
2907,Grand magasin,Migrette et cie,0,0,0,0,0,0,0
2908,Shopping & mode,Univers Otaku,0,0,0,0,0,0,0
2909,Bijouterie,La Ruée,0,0,0,0,0,0,0
2910,Bijouterie,Prettiersun Bijoux,0,0,0,0,0,0,0
2911,Magasin de chaussures,Scarpe chaussures,0,0,0,0,0,0,0
2912,Bijouterie fantaisie,Inseparablebijoux,0,0,0,0,0,0,0
2913,Magasin de vêtements de sport,LUX3FOX,0,0,0,0,0,0,0
2914,Magasin de chaussures,Univershoe,0,0,0,0,0,0,0
2915,Magasin de vêtements imprimés,Apollo Clothing,0,0,0,0,0,0,0
2916,Boutique de sacs à main,ByKalista,0,0,0,0,0,0,0
2917,Conseil en investissement,Graine d'investisseur,0,0,0,0,0,0,0
2918,Magasin de lunettes de soleil,Cartelview,0,0,0,0,0,0,0
2919,Magasin de chaussures,Sneacked,0,0,0,0,0,0,0
2920,Enchères en ligne,Jevide.fr,0,0,0,0,0,0,0
2921,Magasin de vêtements pour hommes,DALEI,0,0,0,0,0,0,0
2922,Magasin de vêtements,Vegaoo.pt,0,0,0,0,0,0,0
2923,Magasin de lunettes de soleil,LOOKS.,0,0,0,0,0,0,0
2924,Magasin de vêtements,Perks Clothing,0,0,0,0,0,0,0
2925,Friperie,123 etc store,0,0,0,0,0,0,0
2926,Magasin de vêtements,NASAKA,0,0,0,0,0,0,0
2927,Magasin de vêtements,Rozé,0,0,0,0,0,0,0
2928,Bijouterie,Atelier Anthurium,0,0,0,0,0,0,0
2929,Boutique de sacs à main,Savages Shop,0,0,0,0,0,0,0
2930,Bijouterie,Ödea Paris,0,0,0,0,0,0,0
2931,Boutique d'accessoires de mode,Qoneo,0,0,0,0,0,0,0
2932,Bijouterie fantaisie,Elisabeth Fantaisie,0,0,0,0,0,0,0
2933,Shopping & mode,Christian Louboutin,0,0,0,0,0,0,0
2934,Magasin de lunettes de soleil,Azurete,0,0,0,0,0,0,0
2935,Shopping & mode,Lalandemoreau,0,0,0,0,0,0,0
2936,Fabricant de bijoux,Kissing on the moon Bijoux,0,0,0,0,0,0,0
2937,Entreprise de négoce de l'or et de l'argent,Or And Co,0,0,0,0,0,0,0
2938,Boutique d'accessoires de mode,Les Jolies Créations De Nanou,0,0,0,0,0,0,0
2939,Magasin de chapeaux et couvre-chefs,O'SunShade,0,0,0,0,0,0,0
2940,Entreprise de négoce de l'or et de l'argent,Or And Co,0,0,0,0,0,0,0
2941,Shopping & mode,Univers Otaku,0,0,0,0,0,0,0
2942,Fabricant de bijoux,Kissing on the moon Bijoux,0,0,0,0,0,0,0
2943,Boutique d'accessoires de mode,Les Jolies Créations De Nanou,0,0,0,0,0,0,0
2944,Bijouterie,Prettiersun Bijoux,0,0,0,0,0,0,0
2945,Shopping & mode,Christian Louboutin,0,0,0,0,0,0,0
2946,Magasin de lunettes de soleil,Azurete,0,0,0,0,0,0,0
2947,Graveur sur bijoux,J&N Bijoux | France,0,0,0,0,0,0,0
2948,Magasin de sous-vêtements,Toutes les couleurs sont belles.,0,0,0,0,0,0,0
2949,Magasin de vêtements,Ma Région de France,0,0,0,0,0,0,0
2950,Boutique d'accessoires de mode,boutique-du-tigre.fr,0,0,0,0,0,0,0
2951,Shopping & mode,Trading Diffusion,0,0,0,0,0,0,0
2952,Magasin de chaussures,Limitedresell,0,0,0,0,0,0,0
2953,Institut de beauté,LYIA,0,0,0,0,0,0,0
2954,Horlogerie,Secret Dhorloger,0,0,0,0,0,0,0
2955,Magasin de lunettes de soleil,Uadia,0,0,0,0,0,0,0
2956,Magasin de chaussures,Izan Muños,0,0,0,0,0,0,0
2957,Bijouterie,My Bijou Personnalisé,0,0,0,0,0,0,0
2958,Bijouterie fantaisie,Olivier Patrice,0,0,0,0,0,0,0
2959,Boutique de t-shirts personnalisés,Johnny Hayden,0,0,0,0,0,0,0
2960,Marché en ligne,intellimonde.com,0,0,0,0,0,0,0
2961,Magasin de vêtements western,Western Butik,0,0,0,0,0,0,0
2962,Magasin de vêtements,Horizonproject,0,0,0,0,0,0,0
2963,Exportateur de bijoux,Evoluself,0,0,0,0,0,0,0
2964,Magasin de vêtements de sport (activewear),HoverBalance™,0,0,0,0,0,0,0
2965,Fabricant de bijoux,Rosebulleetcie Beautyflyandco,0,0,0,0,0,0,0
2966,Magasin de streetwear,IPM CONCIERGERIE,0,0,0,0,0,0,0
2967,Magasin de vêtements pour femmes,TATENUE,0,0,0,0,0,0,0
2968,Shopping & mode,Suki editions,0,0,0,0,0,0,0
2969,Magasin de déguisements,Flexsuit,0,0,0,0,0,0,0
2970,Bijoutier,WHITE bIRD,0,0,0,0,0,0,0
2971,Boutique d'accessoires de mode,La Belle Marginale,0,0,0,0,0,0,0
2972,Shopping & mode,Lagaleriedemariearmelle,0,0,0,0,0,0,0
2973,Shopping & mode,voShoes,0,0,0,0,0,0,0
2974,Shopping & mode,Frenchth,0,0,0,0,0,0,0
2975,Magasin de chaussures,Maboutiquechaussures,0,0,0,0,0,0,0
2976,Bijouterie fantaisie,Montre Fantaisie,0,0,0,0,0,0,0
2977,Horlogerie,Timeus,0,0,0,0,0,0,0
2978,Shopping & mode,Puissance Prono,0,0,0,0,0,0,0
2979,Shopping & mode,Poisson Plume,0,0,0,0,0,0,0
2980,Shopping & mode,Daniellalaurenz,0,0,0,0,0,0,0
2981,Magasin de vêtements pour femmes,Mouna Sew,0,0,0,0,0,0,0
2982,Shopping & mode,Sublimeprintonline,0,0,0,0,0,0,0
2983,Shopping & mode,Cotoninez,0,0,0,0,0,0,0
2984,Grand magasin,Zanimo Exotic,0,0,0,0,0,0,0
2985,Magasin de streetwear,Kagenostyle,0,0,0,0,0,0,0
2986,Magasin de vêtements pour bébés,Mybeebody,0,0,0,0,0,0,0
2987,Boutique d'accessoires de mode,Angelinashopping,0,0,0,0,0,0,0
2988,Magasin de chaussures,Streetballerine,0,0,0,0,0,0,0
2989,Shopping & mode,eshop.thewatchobserver.fr,0,0,0,0,0,0,0
2990,Boutique d'accessoires de mode,Babyball,0,0,0,0,0,0,0
2991,Shopping & mode,Deessebijoux,0,0,0,0,0,0,0
2992,Bijouterie,Ateliers Saint-germain,0,0,0,0,0,0,0
2993,Bijouterie,Miller,0,0,0,0,0,0,0
2994,Service de coupons d'achat,Refyoo,0,0,0,0,0,0,0
2995,Magasin de chaussures,Armenak,0,0,0,0,0,0,0
2996,Boutique d'accessoires de mode,Myloulou,0,0,0,0,0,0,0
2997,Site de comparaison de prix,Architectes Devis,0,0,0,0,0,0,0
2998,Magasin de puériculture,Les Zouzous Rennais,0,0,0,0,0,0,0
2999,Magasin de vêtements,Vie D'Château - VDC - Castel Life - CL,0,0,0,0,0,0,0
3000,Shopping & mode,Poisson Plume,0,0,0,0,0,0,0
3001,Magasin de vêtements pour enfants,Les Minis Poussent,0,0,0,0,0,0,0
3002,Magasin de vêtements pour enfants,BEBE SHOP,0,0,0,0,0,0,0
3003,Shopping & mode,Alfeoclothing,0,0,0,0,0,0,0
3004,Magasin de vêtements,MAJESTION France,0,0,0,0,0,0,0
3005,Laverie automatique,Washonline,0,0,0,0,0,0,0
3006,Shopping & mode,Valuae,0,0,0,0,0,0,0
3007,Shopping & mode,L'Anguille,0,0,0,0,0,0,0
3008,Antiquaire,Vintagefrenchart,0,0,0,0,0,0,0
3009,Service de rachat de bijoux,Drouot Expertise,0,0,0,0,0,0,0
3010,Magasin de sacs et de valises,Moonboutiks,0,0,0,0,0,0,0
3011,Shopping & mode,Heyraud,0,0,0,0,0,0,0
3012,Shopping & mode,Sac Et-chic,0,0,0,0,0,0,0
3013,Shopping & mode,Dkl Service,0,0,0,0,0,0,0
3014,Site de comparaison de prix,Experts Comptables-devis,0,0,0,0,0,0,0
3015,Shopping & mode,Horloger-Bijoutier-Jarcieu / OR du TEMPS,0,0,0,0,0,0,0
3016,Magasin de vêtements pour hommes,Inventive Citi,0,0,0,0,0,0,0
3017,Shopping & mode,Originalstring,0,0,0,0,0,0,0
3018,Shopping & mode,Eco Loco bio t shirt,0,0,0,0,0,0,0
3019,Bijouterie,Jadeva,0,0,0,0,0,0,0
3020,Shopping & mode,Monsieur mode,0,0,0,0,0,0,0
3021,Magasin de vêtements vintage,Moonshiners Clothing,0,0,0,0,0,0,0
3022,Shopping & mode,Universal Equipement,0,0,0,0,0,0,0
3023,Shopping & mode,Suki editions,0,0,0,0,0,0,0
3024,Magasin de déguisements,Flexsuit,0,0,0,0,0,0,0
3025,Shopping & mode,Fantaisiedebijoux,0,0,0,0,0,0,0
3026,Shopping & mode,Maxifleur Plantes Artificielles,0,0,0,0,0,0,0
3027,Usine textile,Imattec,0,0,0,0,0,0,0
3028,Shopping & mode,Alan,0,0,0,0,0,0,0
3029,Shopping & mode,Trendiny,0,0,0,0,0,0,0
3030,Boutique de t-shirts personnalisés,Neru,0,0,0,0,0,0,0
3031,Couturier,Racouture,0,0,0,0,0,0,0
3032,Magasin de vêtements pour enfants,Oobon,0,0,0,0,0,0,0
3033,Shopping & mode,Oh My Horse,0,0,0,0,0,0,0
3034,Shopping & mode,Girlyz,0,0,0,0,0,0,0
3035,Marché en ligne,Modalova.com,0,0,0,0,0,0,0
3036,Shopping & mode,Leadershapes,0,0,0,0,0,0,0
3037,Shopping & mode,BOUTIQUE SAUVAGE CAP D'AGDE,0,0,0,0,0,0,0
3038,Boutique d'accessoires de mode,Mybobalands,0,0,0,0,0,0,0
3039,Bijouterie fantaisie,Blondkarma,0,0,0,0,0,0,0
3040,Bijouterie,Ateliers Saint-germain,0,0,0,0,0,0,0
3041,Bijouterie,Miller,0,0,0,0,0,0,0
3042,Shopping & mode,L'Anguille,0,0,0,0,0,0,0
3043,Service de coupons d'achat,Refyoo,0,0,0,0,0,0,0
3044,Magasin de chaussures,Armenak,0,0,0,0,0,0,0
3045,Boutique d'accessoires de mode,Myloulou,0,0,0,0,0,0,0
3046,Magasin pour enfants,Jardindenanny,0,0,0,0,0,0,0
3047,Magasin de vêtements de sport,kitiwake.com,0,0,0,0,0,0,0
3048,Horlogerie,Prodigium Store,0,0,0,0,0,0,0
3049,Shopping & mode,Googlushee,0,0,0,0,0,0,0
3050,Shopping & mode,Revealed by Ren,0,0,0,0,0,0,0
3051,Bijouterie fantaisie,Blondkarma,0,0,0,0,0,0,0
3052,Shopping & mode,Filante Mixtime,0,0,0,0,0,0,0
3053,Shopping & mode,Daniellalaurenz,0,0,0,0,0,0,0
3054,Magasin de vêtements pour femmes,Mouna Sew,0,0,0,0,0,0,0
3055,Horlogerie,Prestige Horlogerie,0,0,0,0,0,0,0
3056,Magasin de chaussures,Eastshop,0,0,0,0,0,0,0
3057,Shopping & mode,Sublimeprintonline,0,0,0,0,0,0,0
3058,Shopping & mode,Cotoninez,0,0,0,0,0,0,0
3059,Grand magasin,Zanimo Exotic,0,0,0,0,0,0,0
3060,Boutique d'accessoires de mode,Impact Phoenix,0,0,0,0,0,0,0
3061,Shopping & mode,klokers,0,0,0,0,0,0,0
3062,Shopping & mode,Neptowatch,0,0,0,0,0,0,0
3063,Shopping & mode,Kreativ Logo,0,0,0,0,0,0,0
3064,Magasin de vêtements pour femmes,Maison Casablanca,0,0,0,0,0,0,0
3065,Shopping & mode,Ripauste,0,0,0,0,0,0,0
3066,Shopping & mode,David Vennink,0,0,0,0,0,0,0
3067,Bijouterie,Bodiam,0,0,0,0,0,0,0
3068,Boutique d'accessoires de mode,MAISON MAXINE,0,0,0,0,0,0,0
3069,Magasin de vêtements pour femmes,ARVANITY PARIS,0,0,0,0,0,0,0
3070,Magasin de vêtements pour enfants,Oobon,0,0,0,0,0,0,0
3071,Shopping & mode,Dkl Service,0,0,0,0,0,0,0
3072,Site de comparaison de prix,Experts Comptables-devis,0,0,0,0,0,0,0
3073,Magasin de vêtements pour hommes,Inventive Citi,0,0,0,0,0,0,0
3074,Boutique d'accessoires de mode,Mybobalands,0,0,0,0,0,0,0
3075,Shopping & mode,Shopkund,0,0,0,0,0,0,0
3076,Shopping & mode,Feteledebout,0,0,0,0,0,0,0
3077,Shopping & mode,Seidensticker France,0,0,0,0,0,0,0
3078,Shopping & mode,MONTRES GMTIME,0,0,0,0,0,0,0
3079,Shopping & mode,Stuntmind,0,0,0,0,0,0,0
3080,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
3081,Shopping & mode,klokers,0,0,0,0,0,0,0
3082,Shopping & mode,Neptowatch,0,0,0,0,0,0,0
3083,Shopping & mode,Kreativ Logo,0,0,0,0,0,0,0
3084,Magasin de vêtements pour femmes,Maison Casablanca,0,0,0,0,0,0,0
3085,Shopping & mode,Ripauste,0,0,0,0,0,0,0
3086,Shopping & mode,David Vennink,0,0,0,0,0,0,0
3087,Bijouterie,Bodiam,0,0,0,0,0,0,0
3088,Boutique d'accessoires de mode,MAISON MAXINE,0,0,0,0,0,0,0
3089,Magasin de vêtements pour femmes,ARVANITY PARIS,0,0,0,0,0,0,0
3090,Magasin de vêtements pour enfants,Oobon,0,0,0,0,0,0,0
3091,Shopping & mode,Dkl Service,0,0,0,0,0,0,0
3092,Site de comparaison de prix,Experts Comptables-devis,0,0,0,0,0,0,0
3093,Magasin de vêtements pour hommes,Inventive Citi,0,0,0,0,0,0,0
3094,Boutique d'accessoires de mode,Mybobalands,0,0,0,0,0,0,0
3095,Shopping & mode,Shopkund,0,0,0,0,0,0,0
3096,Shopping & mode,Feteledebout,0,0,0,0,0,0,0
3097,Shopping & mode,Seidensticker France,0,0,0,0,0,0,0
3098,Shopping & mode,MONTRES GMTIME,0,0,0,0,0,0,0
3099,Shopping & mode,Stuntmind,0,0,0,0,0,0,0
3100,Shopping & mode,Feteledebout,0,0,0,0,0,0,0
3101,Shopping & mode,Seidensticker France,0,0,0,0,0,0,0
3102,Fabricant de vêtements de sport,Sport Clique,0,0,0,0,0,0,0
3103,Shopping & mode,Metiersdart Cadeaux,0,0,0,0,0,0,0
3104,Bijouterie,LaMercerieDesCopines,0,0,0,0,0,0,0
3105,Boutique d'accessoires de mode,Impact Phoenix,0,0,0,0,0,0,0
3106,Shopping & mode,klokers,0,0,0,0,0,0,0
3107,Magasin de vêtements,Constant - personal shopper éthique,0,0,0,0,0,0,0
3108,Shopping & mode,WNP,0,0,0,0,0,0,0
3109,Shopping & mode,Gites La-batie,0,0,0,0,0,0,0
3110,Shopping & mode,Neptowatch,0,0,0,0,0,0,0
3111,Magasin de sacs et de valises,SACS EN CUIR,0,0,0,0,0,0,0
3112,Shopping & mode,Unefilledanslesetoiles,0,0,0,0,0,0,0
3113,Shopping & mode,Kreativ Logo,0,0,0,0,0,0,0
3114,Magasin de vêtements pour femmes,Maison Casablanca,0,0,0,0,0,0,0
3115,Shopping & mode,Ripauste,0,0,0,0,0,0,0
3116,Shopping & mode,David Vennink,0,0,0,0,0,0,0
3117,Bijouterie,Bodiam,0,0,0,0,0,0,0
3118,Magasin de vêtements pour hommes,Enzocollection,0,0,0,0,0,0,0
3119,Magasin de chaussures,Myshoes,0,0,0,0,0,0,0
3120,Shopping & mode,henjl.fr,0,0,0,0,0,0,0
3121,Magasin de streetwear,Inknow,0,0,0,0,0,0,0
3122,Magasin de vêtements pour bébés,Red Castle France,0,0,0,0,0,0,0
3123,Shopping & mode,Le Hashtag,0,0,0,0,0,0,0
3124,Shopping & mode,Misterfashion,0,0,0,0,0,0,0
3125,Bijouterie,Bracelets du monde,0,0,0,0,0,0,0
3126,Shopping & mode,Atelier Store,0,0,0,0,0,0,0
3127,Shopping & mode,Dine Style,0,0,0,0,0,0,0
3128,Shopping & mode,BEAUBIEN,0,0,0,0,0,0,0
3129,Horlogerie,Pure Vintage,0,0,0,0,0,0,0
3130,Shopping & mode,UB Bijoux,0,0,0,0,0,0,0
3131,Boutique d'accessoires de mode,Zabazio,0,0,0,0,0,0,0
3132,Magasin de chaussures,shoozy.co.uk,0,0,0,0,0,0,0
3133,Horlogerie,Thewatchkorner,0,0,0,0,0,0,0
3134,Shopping & mode,Magana.fr,0,0,0,0,0,0,0
3135,Shopping & mode,Sanjana,0,0,0,0,0,0,0
3136,Shopping & mode,Lecoledesecourisme,0,0,0,0,0,0,0
3137,Boutique d'accessoires de mode,Maat Jewel,0,0,0,0,0,0,0
3138,Marché de textile,Papam0nkey,0,0,0,0,0,0,0
3139,Magasin d'articles pour animaux,royaumedumatou.com,0,0,0,0,0,0,0
3140,Magasin de vêtements,Stwr,0,0,0,0,0,0,0
3141,Magasin de sous-vêtements,Mireille & Raymond,0,0,0,0,0,0,0
3142,Shopping & mode,TODOOR,0,0,0,0,0,0,0
3143,Magasin de vêtements pour femmes,Mademoisellecocoboutique,0,0,0,0,0,0,0
3144,Boutique de t-shirts personnalisés,Bande de Moutons !,0,0,0,0,0,0,0
3145,Magasin de maillots de bain,FOUTA TUNISIA,0,0,0,0,0,0,0
3146,Magasin de vêtements,Lebonshop,0,0,0,0,0,0,0
3147,Magasin de puériculture,Oscar et Léon,0,0,0,0,0,0,0
3148,Bijouterie fantaisie,Studio Amore,0,0,0,0,0,0,0
3149,Magasin de couture,Mariloustudio,0,0,0,0,0,0,0
3150,Bijouterie fantaisie,Nazcaspiritbijoux,0,0,0,0,0,0,0
3151,Joaillier,World Of Hearts,0,0,0,0,0,0,0
3152,Magasin de chaussures,Guava Sneakers,0,0,0,0,0,0,0
3153,Fabricant de montres,Viewo,0,0,0,0,0,0,0
3154,Fabricant de bijoux,OKLY bijoux,0,0,0,0,0,0,0
3155,Boutique d'accessoires de mode,Lemousquetaire,0,0,0,0,0,0,0
3156,Boutique d'accessoires de mode,Simpliies,0,0,0,0,0,0,0
3157,Magasin de puériculture,Babiiesworld,0,0,0,0,0,0,0
3158,Shopping & mode,Giesswein,0,0,0,0,0,0,0
3159,Marché en ligne,Askhlp,0,0,0,0,0,0,0
3160,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
3161,Magasin de sous-vêtements,Mireille & Raymond,0,0,0,0,0,0,0
3162,Shopping & mode,TODOOR,0,0,0,0,0,0,0
3163,Magasin de vêtements pour femmes,Mademoisellecocoboutique,0,0,0,0,0,0,0
3164,Boutique de t-shirts personnalisés,Bande de Moutons !,0,0,0,0,0,0,0
3165,Magasin de maillots de bain,FOUTA TUNISIA,0,0,0,0,0,0,0
3166,Magasin de vêtements,Lebonshop,0,0,0,0,0,0,0
3167,Magasin de puériculture,Oscar et Léon,0,0,0,0,0,0,0
3168,Bijouterie fantaisie,Studio Amore,0,0,0,0,0,0,0
3169,Magasin de couture,Mariloustudio,0,0,0,0,0,0,0
3170,Bijouterie fantaisie,Nazcaspiritbijoux,0,0,0,0,0,0,0
3171,Joaillier,World Of Hearts,0,0,0,0,0,0,0
3172,Magasin de chaussures,Guava Sneakers,0,0,0,0,0,0,0
3173,Fabricant de montres,Viewo,0,0,0,0,0,0,0
3174,Fabricant de bijoux,OKLY bijoux,0,0,0,0,0,0,0
3175,Boutique d'accessoires de mode,Lemousquetaire,0,0,0,0,0,0,0
3176,Boutique d'accessoires de mode,Simpliies,0,0,0,0,0,0,0
3177,Magasin de puériculture,Babiiesworld,0,0,0,0,0,0,0
3178,Shopping & mode,Giesswein,0,0,0,0,0,0,0
3179,Marché en ligne,Askhlp,0,0,0,0,0,0,0
3180,Shopping & mode,Puissance Prono,0,0,0,0,0,0,0
3181,Marché en ligne,H 15,0,0,0,0,0,0,0
3182,Shopping & mode,Innovert,0,0,0,0,0,0,0
3183,Horlogerie,Salt Watches,0,0,0,0,0,0,0
3184,Boutique d'accessoires de mode,L'étoffe de Saba,0,0,0,0,0,0,0
3185,Centre commercial,X Innovations,0,0,0,0,0,0,0
3186,Magasin de vêtements,Au Fil du Temps,0,0,0,0,0,0,0
3187,Shopping & mode,Atelier Store,0,0,0,0,0,0,0
3188,Shopping & mode,Dine Style,0,0,0,0,0,0,0
3189,Horlogerie,Pure Vintage,0,0,0,0,0,0,0
3190,Shopping & mode,Virgin Créations,0,0,0,0,0,0,0
3191,Marché en ligne,Topdil,0,0,0,0,0,0,0
3192,Shopping & mode,Quality in Training,0,0,0,0,0,0,0
3193,Shopping & mode,World Gems Company,0,0,0,0,0,0,0
3194,Concepteur de sites web,Agence digitale O'Aka,0,0,0,0,0,0,0
3195,Magasin de chaussures,Frenchkix,0,0,0,0,0,0,0
3196,Magasin de vêtements pour hommes,SAC DE NOEUD,0,0,0,0,0,0,0
3197,Magasin de sacs et bagages,Ratio Bags,0,0,0,0,0,0,0
3198,Shopping & mode,Misterfashion,0,0,0,0,0,0,0
3199,Bijouterie,Bracelets du monde,0,0,0,0,0,0,0
3200,Horlogerie,Pure Vintage,0,0,0,0,0,0,0
3201,Shopping & mode,Tendl,0,0,0,0,0,0,0
3202,Shopping & mode,UB Bijoux,0,0,0,0,0,0,0
3203,Magasin de vêtements imprimés,YBONE,0,0,0,0,0,0,0
3204,Magasin de vêtements pour femmes,Sparklinglady,0,0,0,0,0,0,0
3205,Magasin de chaussures,shoozy.co.uk,0,0,0,0,0,0,0
3206,Shopping & mode,World Gems Company,0,0,0,0,0,0,0
3207,Concepteur de sites web,Agence digitale O'Aka,0,0,0,0,0,0,0
3208,Shopping & mode,Tshirtdefou,0,0,0,0,0,0,0
3209,Magasin de sacs et de valises,Blessing Cases,0,0,0,0,0,0,0
3210,Shopping & mode,Sanjana,0,0,0,0,0,0,0
3211,Magasin de sacs et de valises,MAISON BROSSEAU- Maroquinerie,0,0,0,0,0,0,0
3212,Shopping & mode,Cresus Montres,0,0,0,0,0,0,0
3213,Boutique d'accessoires de mode,Maat Jewel,0,0,0,0,0,0,0
3214,Marché de textile,Papam0nkey,0,0,0,0,0,0,0
3215,Magasin d'articles pour animaux,royaumedumatou.com,0,0,0,0,0,0,0
3216,Shopping & mode,Teeshirt Minute,0,0,0,0,0,0,0
3217,Magasin de streetwear,12lunes,0,0,0,0,0,0,0
3218,Shopping & mode,Ticru,0,0,0,0,0,0,0
3219,Shopping & mode,Chaussures Deshays-paris,0,0,0,0,0,0,0
3220,Magasin de streetwear,Parceque C'est Moi,0,0,0,0,0,0,0
3221,Magasin de sacs et bagages,Domini Leather,0,0,0,0,0,0,0
3222,Boutique de lingerie,Obsession Plaisir,0,0,0,0,0,0,0
3223,Magasin de vêtements pour hommes,Ma Boite A Slip,0,0,0,0,0,0,0
3224,Boutique de lingerie,Bienlunees,0,0,0,0,0,0,0
3225,Magasin de vêtements pour femmes,Ahuma,0,0,0,0,0,0,0
3226,Boutique d'accessoires de mode,Verde Eco,0,0,0,0,0,0,0
3227,Magasin de vitamines et compléments alimentaires,Cokein supplements,0,0,0,0,0,0,0
3228,Bijouterie,E-Watch Pro,0,0,0,0,0,0,0
3229,Joaillier,Coeur sur le Monde,0,0,0,0,0,0,0
3230,Boutique d'accessoires de mode,Perles sur fil,0,0,0,0,0,0,0
3231,Magasin de puériculture,Babymoov,0,0,0,0,0,0,0
3232,Magasin de vêtements,mikyeurobici,0,0,0,0,0,0,0
3233,Boutique de lingerie,Love Juice,0,0,0,0,0,0,0
3234,Magasin de vêtements vintage,Reusses,0,0,0,0,0,0,0
3235,Enchères en ligne,TEVEE,0,0,0,0,0,0,0
3236,Magasin de vêtements vintage,Master Pieces,0,0,0,0,0,0,0
3237,Service de rachat de bijoux,Bror,0,0,0,0,0,0,0
